,0,1,2,3
78,3,34,4.370110988616943,3
79,3,34,4.3697168827056885,3
80,1,29,9.46094799041748,4
81,1,29,9.260300874710083,4
82,1,29,8.959567785263062,4
83,1,29,8.958803415298462,4
84,1,29,8.658244609832764,4
85,1,29,8.357462406158447,4
86,1,29,7.95659613609314,4
87,1,29,7.755416631698608,4
88,1,29,7.554768800735474,4
89,1,29,7.454251527786255,4
90,1,29,7.253531455993652,4
91,1,29,7.152994632720947,4
92,1,29,6.851952075958252,4
93,1,29,6.85148286819458,4
94,1,29,6.751055479049683,4
95,1,29,6.750755071640015,4
96,1,29,6.450242042541504,4
97,1,29,6.149192571640015,4
98,1,29,6.048514127731323,4
99,1,29,5.847905874252319,4
100,1,29,5.747304439544678,4
101,1,29,5.64633584022522,4
102,1,29,5.445549726486206,4
103,1,29,5.2448437213897705,4
104,1,29,5.244494915008545,4
105,1,29,5.144180536270142,4
106,1,29,5.0436646938323975,4
107,1,29,4.842986822128296,4
108,1,29,4.542420148849487,4
109,1,19,9.107764959335327,5
110,1,19,8.806606531143188,5
111,1,19,8.605945110321045,5
112,1,19,8.40524435043335,5
113,1,19,7.904316425323486,5
114,1,19,7.8037309646606445,5
115,1,19,7.6031646728515625,5
116,1,19,7.302339792251587,5
117,1,19,7.00154972076416,5
118,1,19,6.800837278366089,5
119,1,19,6.599774360656738,5
120,1,19,6.499248027801514,5
121,1,19,6.398761510848999,5
122,1,19,5.697642087936401,5
123,1,19,5.196687459945679,5
124,1,19,5.095867156982422,5
125,1,19,4.9949328899383545,5
126,1,19,4.6942219734191895,5
127,1,19,4.3934431076049805,5
128,1,31,9.399661540985107,6
129,1,31,9.299175262451172,6
130,1,31,9.198685884475708,6
131,1,31,9.198323488235474,6
132,1,31,8.997923374176025,6
133,1,31,8.997522592544556,6
134,1,31,8.596832036972046,6
135,1,31,8.496007442474365,6
136,1,31,8.19525957107544,6
137,1,31,7.89450216293335,6
138,1,31,7.793903112411499,6
139,1,31,7.593329191207886,6
140,1,31,7.392670154571533,6
141,1,31,7.192056179046631,6
142,1,31,6.99138331413269,6
143,1,31,6.7908031940460205,6
144,1,31,6.490059852600098,6
145,1,31,6.489360332489014,6
146,1,31,6.288814544677734,6
147,1,31,6.08819580078125,6
148,1,31,6.0878190994262695,6
149,1,31,5.9874138832092285,6
150,1,31,5.88686466217041,6
151,1,31,5.786248445510864,6
152,1,31,5.485468864440918,6
153,1,31,5.384897470474243,6
154,1,31,5.18432879447937,6
155,1,31,5.083723545074463,6
156,1,31,5.083352327346802,6
157,1,31,4.782870292663574,6
158,1,31,4.482109546661377,6
159,0,21,8.436038970947266,7
160,0,21,8.435654163360596,7
161,0,21,8.03493070602417,7
162,0,21,7.53439736366272,7
163,0,21,7.43373703956604,7
164,0,21,6.93274450302124,7
165,0,21,6.932309150695801,7
166,0,21,6.531263828277588,7
167,0,21,6.230453968048096,7
168,0,21,5.929687738418579,7
169,0,21,5.628843545913696,7
170,0,21,5.428166151046753,7
171,0,21,5.3276753425598145,7
172,0,21,5.227104187011719,7
173,0,21,5.12648868560791,7
174,0,21,4.925654172897339,7
175,0,21,4.8251543045043945,7
176,0,21,4.724589824676514,7
177,0,21,4.724262714385986,7
178,0,21,4.423763990402222,7
179,0,21,4.42329740524292,7
180,0,22,8.152843952178955,8
181,0,22,7.852203369140625,8
182,0,22,7.851472854614258,8
183,0,22,7.851272344589233,8
184,0,22,7.75096583366394,8
185,0,22,7.6505677700042725,8
186,0,22,7.349872827529907,8
187,0,22,7.2493369579315186,8
188,0,22,7.148403167724609,8
189,0,22,6.547091960906982,8
190,0,22,6.446463584899902,8
191,0,22,6.24589729309082,8
192,0,22,5.945068359375,8
193,0,22,5.5440993309021,8
194,0,22,5.34339165687561,8
195,0,22,5.242826461791992,8
196,0,22,5.241990327835083,8
197,0,22,5.0413806438446045,8
198,0,22,5.041000843048096,8
199,0,22,4.840546607971191,8
200,0,22,4.639849662780762,8
201,0,22,4.339031457901001,8
202,1,26,9.287776947021484,9
203,1,26,8.987076044082642,9
204,1,26,8.886516332626343,9
205,1,26,8.68591570854187,9
206,1,26,8.484546184539795,9
207,1,26,8.483831882476807,9
208,1,26,8.183290719985962,9
209,1,26,8.082723379135132,9
210,1,26,7.882120132446289,9
211,1,26,7.681410551071167,9
212,1,26,7.480799913406372,9
213,1,26,7.379897832870483,9
214,1,26,7.379548788070679,9
215,1,26,7.179126977920532,9
216,1,26,6.878445863723755,9
217,1,26,6.577517986297607,9
218,1,26,6.276469707489014,9
219,1,26,5.975569248199463,9
220,1,26,5.874922037124634,9
221,1,26,5.57441258430481,9
222,1,26,5.373537063598633,9
223,1,26,5.2728753089904785,9
224,1,26,5.172255754470825,9
225,1,26,4.871524333953857,9
226,1,26,4.770938158035278,9
227,1,26,4.370281219482422,9
228,2,38,10.456238031387329,10
229,2,38,10.355709075927734,10
230,2,38,9.955241680145264,10
231,2,38,9.754579305648804,10
232,2,38,9.754207372665405,10
233,2,38,9.652645111083984,10
234,2,38,9.552040338516235,10
235,2,38,9.55155086517334,10
236,2,38,9.250974416732788,10
237,2,38,9.250559568405151,10
238,2,38,9.25037670135498,10
239,2,38,8.949542999267578,10
240,2,38,8.848981857299805,10
241,2,38,8.548277616500854,10
242,2,38,8.347453355789185,10
243,2,38,8.046721458435059,10
244,2,38,7.745606184005737,10
245,2,38,7.244641542434692,10
246,2,38,7.144007444381714,10
247,2,38,6.943192005157471,10
248,2,38,6.842569828033447,10
249,2,38,6.641866207122803,10
250,2,38,6.64130711555481,10
251,2,38,6.641043186187744,10
252,2,38,6.440558910369873,10
253,2,38,6.239850997924805,10
254,2,38,6.239182710647583,10
255,2,38,6.038625240325928,10
256,2,38,5.938102722167969,10
257,2,38,5.8369879722595215,10
258,2,38,5.736332178115845,10
259,2,38,5.635522842407227,10
260,2,38,5.434787034988403,10
261,2,38,5.234126806259155,10
262,2,38,4.933309555053711,10
263,2,38,4.73251485824585,10
264,2,38,4.53178071975708,10
265,2,38,4.531208753585815,10
266,1,25,9.50925326347351,11
267,1,25,9.208492994308472,11
268,1,25,8.907232522964478,11
269,1,25,8.706506252288818,11
270,1,25,8.305625915527344,11
271,1,25,7.904722452163696,11
272,1,25,7.603943586349487,11
273,1,25,7.403249502182007,11
274,1,25,7.302738666534424,11
275,1,25,7.302233457565308,11
276,1,25,7.001683235168457,11
277,1,25,6.9007887840271,11
278,1,25,6.600045442581177,11
279,1,25,6.19912314414978,11
280,1,25,5.99846076965332,11
281,1,25,5.597614049911499,11
282,1,25,5.396939992904663,11
283,1,25,5.39658522605896,11
284,1,25,5.296192407608032,11
285,1,25,4.995035409927368,11
286,1,25,4.8945090770721436,11
287,1,25,4.793922662734985,11
288,1,25,4.593295335769653,11
289,1,25,4.492828845977783,11
290,1,25,4.192037343978882,11
291,1,9,8.929981708526611,12
292,1,9,8.529205322265625,12
293,1,9,8.328538179397583,12
294,1,9,8.127955675125122,12
295,1,9,7.8271644115448,12
296,1,9,7.426296234130859,12
297,1,9,7.325698137283325,12
298,1,9,7.225086212158203,12
299,1,9,7.1245691776275635,12
